,iterations,dimacs,runtime,solution
585,200,n_5_m_10,0.0175,"[True,True,True,False,False]"
586,200,n_5_m_11,0.0001,"[True,True,True,False,True]"
587,200,n_5_m_12,0.0174,0
588,200,n_5_m_13,0.0174,0
589,200,n_5_m_14,0.0178,0
590,200,n_5_m_15,0.0172,0
591,200,n_5_m_16,0.0206,0
592,200,n_5_m_17,0.0176,0
593,200,n_5_m_18,0.0171,0
594,200,n_5_m_19,0.0174,0
595,200,n_5_m_20,0.017,0
596,200,n_5_m_21,0.0177,0
597,200,n_5_m_22,0.0181,0
598,200,n_5_m_23,0.0178,0
599,200,n_5_m_24,0.0176,0
600,512,n_5_m_10,0.0001,"[False,True,False,False,False]"
601,512,n_5_m_11,0.0295,0
602,512,n_5_m_12,0.0001,"[True,True,False,True,True]"
603,512,n_5_m_13,0.0001,"[True,True,False,True,True]"
604,512,n_5_m_14,0.0001,"[True,True,True,True,False]"
605,512,n_5_m_15,0.0001,"[True,True,False,True,False]"
606,512,n_5_m_16,0.0001,"[False,True,True,False,True]"
607,512,n_5_m_17,0.0174,0
608,512,n_5_m_18,0.0174,0
609,512,n_5_m_19,0.0166,0
610,512,n_5_m_20,0.0182,0
611,512,n_5_m_21,0.0001,"[True,False,True,False,True]"
612,512,n_5_m_22,0.0181,0
613,512,n_5_m_23,0.0188,"[False,True,False,True,False]"
614,512,n_5_m_24,0.0177,0
615,512,n_5_m_10,0.0001,"[False,False,True,True,False]"
616,512,n_5_m_11,0.0001,"[False,False,False,False,True]"
617,512,n_5_m_12,0.0001,"[False,False,False,True,True]"
618,512,n_5_m_13,0.0179,0
619,512,n_5_m_14,0.0001,"[True,False,False,False,False]"
620,512,n_5_m_15,0.0001,"[False,False,True,False,False]"
621,512,n_5_m_16,0.0172,0
622,512,n_5_m_17,0.019,0
623,512,n_5_m_18,0.0173,0
624,512,n_5_m_19,0.017,"[False,True,True,False,True]"
625,512,n_5_m_20,0.0171,0
626,512,n_5_m_21,0.0184,0
627,512,n_5_m_22,0.0232,0
628,512,n_5_m_23,0.017,0
629,512,n_5_m_24,0.0192,0
630,512,n_5_m_10,0.0182,0
631,512,n_5_m_11,0.0171,"[True,False,False,False,True]"
632,512,n_5_m_12,0.0001,"[False,True,False,True,True]"
633,512,n_5_m_13,0.0178,0
634,512,n_5_m_14,0.0177,0
635,512,n_5_m_15,0.0174,0
636,512,n_5_m_16,0.0001,"[True,True,True,True,False]"
637,512,n_5_m_17,0.0184,0
638,512,n_5_m_18,0.0001,"[False,False,True,False,False]"
639,512,n_5_m_19,0.0179,0
640,512,n_5_m_20,0.0172,0
641,512,n_5_m_21,0.0182,0
642,512,n_5_m_22,0.0174,0
643,512,n_5_m_23,0.0195,0
644,512,n_5_m_24,0.0175,0
645,512,n_5_m_10,0.0171,"[False,True,False,True,True]"
646,512,n_5_m_11,0.0169,"[True,True,False,False,True]"
647,512,n_5_m_12,0.0171,0
648,512,n_5_m_13,0.0175,0
649,512,n_5_m_14,0.0166,0
650,512,n_5_m_15,0.0001,"[False,True,False,True,True]"
651,512,n_5_m_16,0.0001,"[True,False,True,True,False]"
652,512,n_5_m_17,0.0001,"[True,False,False,False,True]"
653,512,n_5_m_18,0.0001,"[True,True,True,True,False]"
654,512,n_5_m_19,0.0175,0
655,512,n_5_m_20,0.0173,0
656,512,n_5_m_21,0.0172,0
657,512,n_5_m_22,0.0172,0
658,512,n_5_m_23,0.0001,"[True,False,True,False,False]"
659,512,n_5_m_24,0.0173,0
660,512,n_5_m_10,0.0001,"[True,True,True,True,False]"
661,512,n_5_m_11,0.0001,"[False,True,False,False,False]"
662,512,n_5_m_12,0.0172,0
663,512,n_5_m_13,0.017,"[False,True,True,True,True]"
664,512,n_5_m_14,0.0001,"[True,False,True,False,False]"
665,512,n_5_m_15,0.0168,0
666,512,n_5_m_16,0.0196,0
667,512,n_5_m_17,0.0173,0
668,512,n_5_m_18,0.0179,"[True,False,False,True,True]"
669,512,n_5_m_19,0.0001,"[False,True,False,True,True]"
670,512,n_5_m_20,0.0001,"[True,True,False,True,True]"
671,512,n_5_m_21,0.0185,0
672,512,n_5_m_22,0.019,0
673,512,n_5_m_23,0.0183,0
674,512,n_5_m_24,0.0197,0
675,512,n_5_m_10,0.0201,"[True,True,True,False,False]"
676,512,n_5_m_11,0.0001,"[False,True,False,False,True]"
677,512,n_5_m_12,0.0001,"[False,False,True,False,False]"
678,512,n_5_m_13,0.0176,0
679,512,n_5_m_14,0.0181,"[True,True,True,True,True]"
680,512,n_5_m_15,0.0001,"[False,True,False,True,False]"
681,512,n_5_m_16,0.0199,0
682,512,n_5_m_17,0.0001,"[False,False,True,False,True]"
683,512,n_5_m_18,0.0184,0
684,512,n_5_m_19,0.0186,0
685,512,n_5_m_20,0.0189,0
686,512,n_5_m_21,0.0187,0
687,512,n_5_m_22,0.0181,0
688,512,n_5_m_23,0.0001,"[True,False,False,False,False]"
689,512,n_5_m_24,0.0213,0
690,512,n_5_m_10,0.0189,"[False,True,True,True,True]"
691,512,n_5_m_11,0.0001,"[False,True,False,True,True]"
692,512,n_5_m_12,0.019,0
693,512,n_5_m_13,0.0001,"[False,True,True,False,True]"
694,512,n_5_m_14,0.0001,"[False,False,False,True,False]"
695,512,n_5_m_15,0.0189,0
696,512,n_5_m_16,0.0204,0
697,512,n_5_m_17,0.0001,"[False,True,True,False,False]"
698,512,n_5_m_18,0.0183,0
699,512,n_5_m_19,0.0191,0
700,512,n_5_m_20,0.018000000000000002,0
701,512,n_5_m_21,0.0189,0
702,512,n_5_m_22,0.0182,0
703,512,n_5_m_23,0.0183,0
704,512,n_5_m_24,0.0225,0
705,512,n_5_m_10,0.02,0
706,512,n_5_m_11,0.0001,"[False,True,False,False,False]"
707,512,n_5_m_12,0.0193,"[True,True,True,True,True]"
708,512,n_5_m_13,0.0001,"[True,True,True,False,False]"
709,512,n_5_m_14,0.0181,0
710,512,n_5_m_15,0.0179,"[True,False,False,True,True]"
711,512,n_5_m_16,0.0198,0
712,512,n_5_m_17,0.0001,"[False,True,True,False,False]"
713,512,n_5_m_18,0.0001,"[False,False,False,False,False]"
714,512,n_5_m_19,0.0001,"[False,False,False,True,False]"
715,512,n_5_m_20,0.0209,0
716,512,n_5_m_21,0.0189,"[True,False,False,False,False]"
717,512,n_5_m_22,0.0195,0
718,512,n_5_m_23,0.0192,0
719,512,n_5_m_24,0.0196,0
720,512,n_5_m_10,0.0207,"[False,False,True,False,False]"
721,512,n_5_m_11,0.0175,0
722,512,n_5_m_12,0.0188,0
723,512,n_5_m_13,0.0001,"[True,False,True,True,False]"
724,512,n_5_m_14,0.0001,"[True,False,False,False,False]"
725,512,n_5_m_15,0.0184,0
726,512,n_5_m_16,0.019,0
727,512,n_5_m_17,0.0178,0
728,512,n_5_m_18,0.0189,0
729,512,n_5_m_19,0.0001,"[True,False,False,True,True]"
730,512,n_5_m_20,0.0001,"[True,True,False,False,False]"
731,512,n_5_m_21,0.0178,0
732,512,n_5_m_22,0.0182,0
733,512,n_5_m_23,0.0208,0
734,512,n_5_m_24,0.0184,0
735,512,n_5_m_10,0.0192,"[True,True,True,False,False]"
736,512,n_5_m_11,0.0001,"[True,True,True,False,True]"
737,512,n_5_m_12,0.0182,0
738,512,n_5_m_13,0.0189,0
739,512,n_5_m_14,0.0202,0
740,512,n_5_m_15,0.0181,0
741,512,n_5_m_16,0.0212,0
742,512,n_5_m_17,0.0173,0
743,512,n_5_m_18,0.0178,0
744,512,n_5_m_19,0.0178,0
745,512,n_5_m_20,0.0172,0
746,512,n_5_m_21,0.0168,0
747,512,n_5_m_22,0.0195,0
748,512,n_5_m_23,0.0182,0
749,512,n_5_m_24,0.0181,0
